ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,trans_depth,helo,mailfrom,rcptto,date,from,to,cc,reply_to,msg_id,in_reply_to,subject,x_originating_ip,first_received,second_received,last_reply,path,user_agent,tls,fuids,is_webmail,headers1,headers2,headers3,headers4,headers5,headers6,headers7,headers8,headers9,headers10,headers11,headers12,headers13
2024-09-22T21:41:49-0600,CQsiwN11tgQgvQncdc,10.11.75.222,1134,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FggHDd4ujuzD6S5I8l,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,"Content-Type: multipart/mixed; boundary=""===============8457421009656760284==""",,,,,
2024-09-22T21:41:49-0600,C59zzl1I2zdQUYShG3,10.11.75.222,1144,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,F4J64r4dswyBjma7yd,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""","Content-Type: multipart/mixed; boundary=""===============3993248353938521163==""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:49-0600,CZCyeN3DPuvNA31Amg,10.11.75.222,1154,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,Fl1D9b1mCHzLBmMXai,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============1252095955356369779==""",From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:49-0600,CEeBDj2QkDpdKFnrnh,10.11.75.222,1164,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FVas5A25IC8YJMgyug,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""","Content-Type: multipart/mixed; boundary=""===============8725391606412133092==""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:49-0600,COMHlW2Krl3hv4olPk,10.11.75.222,1174,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FqVxsZbKJaiCX4Zfg,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============1349306279594136654==""",From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:49-0600,CrqHgu1rfqyXvZREU4,10.11.75.222,1184,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,Fu1E8dH44OyfEXSD,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============8885732044321777334==""",From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:49-0600,C3nBvwJuZZd71qFh2,10.11.75.222,1194,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FIuLvb246c0nIXLYkl,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""","Content-Type: multipart/mixed; boundary=""===============0739070316320882047==""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:49-0600,Cq9mK315GPQKVzV9Ac,10.11.75.222,1204,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FhpGt937OtzOSHSQJ8,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============1495136945275877420==""",To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:49-0600,CckrpM1OHdr6TWo5ti,10.11.75.222,1214,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,F89o8eegi16X6MgP2,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============5966893111940672353==""",From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CRyrjs2nWfLhPYjzKj,10.11.75.222,1224,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FgCVuL7uQIV0dmVy1,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,"Content-Type: multipart/mixed; boundary=""===============0240412256060824538==""",Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,C09YMI2xgl422T2Quk,10.11.75.222,1234,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FL8SuL2LQdFAJycdp4,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============7709357952713673613==""",To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CfZZLr4ACPEbughkS7,10.11.75.222,1244,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FJNzyJ3t7FEw2ZPQJg,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============5793747270515264168==""",From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,Ck7o36HJMXUksuRc6,10.11.75.222,1254,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FISY3y1plh0CWHajaa,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============2820664720436614864==""",To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CkBdwD2pHvrSAtgw6g,10.11.75.222,1264,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FX5bFN1vlHM1MRrzL3,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============2071073663614925565==""",To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CLLDtG4VyTOUDYM6Uj,10.11.75.222,1274,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FvApvt1N5ZC9cvbTJg,F,MIME-Version: 1.0,From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,"Content-Type: multipart/mixed; boundary=""===============4304038619397304798==""",Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CmfcF31UlqWJbhm0Ol,10.11.75.222,1284,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FavQvb42UCnQBH5NGe,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============5736927687337740094==""",From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CUcWAA168oqdrc5q9a,10.11.75.222,1294,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FCgVq14eQMxi2gGc04,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============1637249075914943898==""",From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,ClpTb4AYMfjWx3qB7,10.11.75.222,1304,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FM2U074EEIxHSn198a,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============3396409755037108904==""",To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CPprsn91emKm1FOA9,10.11.75.222,1314,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,Fb9Gnb4gL3xuMhHlE1,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""","Content-Type: multipart/mixed; boundary=""===============5023266845966015064==""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CaDtBVANiWYLTeuBd,10.11.75.222,1324,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,Fciqru18zhj6q1wj45,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""","Content-Type: multipart/mixed; boundary=""===============1393508759981997732==""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CD4UlmZGyHEM5H6a3,10.11.75.222,1334,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FReaSz2JRxbK4BSKN6,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============7628202162926428274==""",To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CW91zz3QPHiCak6pWh,10.11.75.222,1344,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FFJem040rRBy6vmPc,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============6778749033663296207==""",To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,Cf2ZCj1XPGsIvuXhe6,10.11.75.222,1354,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FHWSQ74FznkAma8jC9,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,"Content-Type: multipart/mixed; boundary=""===============5594169260725085552==""",,,,,
2024-09-22T21:41:50-0600,CsAlMl4jkAvj4B8ykg,10.11.75.222,1364,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FvXC7n4RJpKWwrg1u6,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,"Content-Type: multipart/mixed; boundary=""===============7897019408939743679==""",Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CU3ogY2u1aNDwljGti,10.11.75.222,1374,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FViamu1gmBME9zqOB5,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,"Content-Type: multipart/mixed; boundary=""===============7697322339546580769==""",,,,,
2024-09-22T21:41:50-0600,CluL6uCGy7HovMRA7,10.11.75.222,1384,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FC9H4x4LrMSDYrfB2g,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============7569057250456625803==""",To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:50-0600,CDtbiOBoGKJYP6R12,10.11.75.222,1394,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FW1DXkDjd66CYDcLh,F,MIME-Version: 1.0,From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,"Content-Type: multipart/mixed; boundary=""===============1436011896297757230==""",Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:51-0600,CUMiBb2ctXZdD681a2,10.11.75.222,1404,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FrlVOYzSRP8o5UK25,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""","Content-Type: multipart/mixed; boundary=""===============2105224790240495592==""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:51-0600,C6Ak4M9bxgyfKl5Ve,10.11.75.222,1414,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FMcGYR2Bv3yQTSDSN3,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============7194523932643414115==""",From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:51-0600,CHu3S62MjI6Aawrxrc,10.11.75.222,1424,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,Fa8wfHdAppZjCNyIj,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============8213192450605911246==""",From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:51-0600,CHkix12HHKFW4kdFkb,10.11.75.222,1434,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FMDu6d31tR9qmfOYSi,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============4248366136795048473==""",To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:51-0600,C9Wud5Zd54hfjvGV2,10.11.75.222,1444,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FnyYxv2pR6zvARLX1i,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""","Content-Type: multipart/mixed; boundary=""===============4703862899032233626==""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:51-0600,CsLjTb18am7E6oykIa,10.11.75.222,1454,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FinRlf2Yl5dg5H7Cn4,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,"Content-Type: multipart/mixed; boundary=""===============2043247857414258375==""",Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:51-0600,CsUTSl259attkeYD8i,10.11.75.222,1464,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,FGiIKB478OFr0uF4Oi,F,MIME-Version: 1.0,"Content-Type: multipart/mixed; boundary=""===============0355644338485070014==""",To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:51-0600,C4ZyyM1mMpknfltEAk,10.11.75.222,1474,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,F38tG22IMudczXcre3,F,MIME-Version: 1.0,To: victim@victim-org.com,From: evil@evil-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,"Content-Type: multipart/mixed; boundary=""===============5738419984866582998==""",Content-Transfer-Encoding: 7bit,,,,,
2024-09-22T21:41:51-0600,C0Twjj1Pjt5sFAOrAj,10.11.75.222,1484,10.11.76.25,25,1,evil.org,evil@evil-org.com,victim@victim-org.com,-,evil@evil-org.com,victim@victim-org.com,-,-,-,-,Important Security Update,-,-,-,250 OK,10.11.76.25,10.11.75.222,-,F,Fwr86W3x4upKZ4Hz4a,F,MIME-Version: 1.0,From: evil@evil-org.com,To: victim@victim-org.com,"Content-Type: text/plain; charset=""us-ascii""",Subject: Important Security Update,"Content-Type: multipart/mixed; boundary=""===============1465517383671609398==""",Content-Transfer-Encoding: 7bit,,,,,
