ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,host,url,mail_ts,mail_uid,from,to,subject,referrer
2024-09-23T17:42:14-0600,CJWq7RD6Rt0DAlmVj,10.11.75.222,39999,10.11.76.25,80,alsadekllc.com,http://alsadekllc.com,2024-09-22T21:41:50-0600,CfZZLr4ACPEbughkS7,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:14-0600,CSVhzm1Gj5xpE0NdR,10.11.75.222,39999,10.11.76.25,80,ambiencetivertonn.com,http://ambiencetivertonn.com,2024-09-22T21:41:50-0600,Ck7o36HJMXUksuRc6,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:15-0600,CcUdhH3RB1LDtJJLWf,10.11.75.222,39999,10.11.76.25,80,ambyverce.com,http://ambyverce.com,2024-09-22T21:41:50-0600,CkBdwD2pHvrSAtgw6g,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:15-0600,CXO4tn4SH5nGaTgFy5,10.11.75.222,39999,10.11.76.25,80,aosafrica.co.za,http://aosafrica.co.za,2024-09-22T21:41:50-0600,CPprsn91emKm1FOA9,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:15-0600,CNYqnj3iIL6owMRW17,10.11.75.222,39999,10.11.76.25,80,api.52kkg.com,http://api.52kkg.com,2024-09-22T21:41:50-0600,CD4UlmZGyHEM5H6a3,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:15-0600,CB8Qec1Zt7thm5Lmch,10.11.75.222,39999,10.11.76.25,80,arctus.ca,http://arctus.ca,2024-09-22T21:41:50-0600,CW91zz3QPHiCak6pWh,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:15-0600,CvQEkW2VaIJx7Fe0ub,10.11.75.222,39999,10.11.76.25,80,atsknightsbridge.in,http://atsknightsbridge.in,2024-09-22T21:41:50-0600,CU3ogY2u1aNDwljGti,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:15-0600,CNshLI1GlyumQStmfg,10.11.75.222,39999,10.11.76.25,80,aulist.com,http://aulist.com,2024-09-22T21:41:50-0600,CluL6uCGy7HovMRA7,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:16-0600,CeYtmEOtBdlwXUAw9,10.11.75.222,39999,10.11.76.25,80,avastcsw.com,http://avastcsw.com,2024-09-22T21:41:51-0600,CHu3S62MjI6Aawrxrc,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:16-0600,CPhKix2dEtUpemtmD8,10.11.75.222,39999,10.11.76.25,80,bazarganadero.com,http://bazarganadero.com,2024-09-22T21:41:51-0600,C0Twjj1Pjt5sFAOrAj,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:17-0600,CYsKCW2Gii3wWvxA7e,10.11.75.222,39999,10.11.76.25,80,bitkiselurunsiparis.com,http://bitkiselurunsiparis.com,2024-09-22T21:41:51-0600,CKCEM5MmNmkQNApM2,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:17-0600,CeJcI83JHdzQM87Vf,10.11.75.222,39999,10.11.76.25,80,bruiserbodies.com,http://bruiserbodies.com,2024-09-22T21:41:52-0600,CJpzv03cYPiSPcAQ47,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:17-0600,Cu8LiF2OCv9IbND2C7,10.11.75.222,39999,10.11.76.25,80,brunafarinonpediatra.com.br,http://brunafarinonpediatra.com.br,2024-09-22T21:41:52-0600,Cwddt52RFzvZQd0Wf4,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:18-0600,C1cWBb3Y2QdMgpwjq9,10.11.75.222,39999,10.11.76.25,80,caprolactam.co.in,http://caprolactam.co.in,2024-09-23T17:42:18-0600,CJ5BVk3JtPfkwmmQu4,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:19-0600,CYIx8R2SzSQ76nbyZc,10.11.75.222,39999,10.11.76.25,80,chefspavilion.com,http://chefspavilion.com,2024-09-22T21:41:53-0600,CxsLH7bAK3vzSS1S6,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:15-0600,CNshLI1GlyumQStmfg,10.11.75.222,39999,10.11.76.25,80,aulist.com,http://aulist.com,2024-09-22T21:41:50-0600,CluL6uCGy7HovMRA7,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:16-0600,CeYtmEOtBdlwXUAw9,10.11.75.222,39999,10.11.76.25,80,avastcsw.com,http://avastcsw.com,2024-09-22T21:41:51-0600,CHu3S62MjI6Aawrxrc,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:16-0600,CPhKix2dEtUpemtmD8,10.11.75.222,39999,10.11.76.25,80,bazarganadero.com,http://bazarganadero.com,2024-09-22T21:41:51-0600,C0Twjj1Pjt5sFAOrAj,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:17-0600,CYsKCW2Gii3wWvxA7e,10.11.75.222,39999,10.11.76.25,80,bitkiselurunsiparis.com,http://bitkiselurunsiparis.com,2024-09-22T21:41:51-0600,CKCEM5MmNmkQNApM2,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:17-0600,CeJcI83JHdzQM87Vf,10.11.75.222,39999,10.11.76.25,80,bruiserbodies.com,http://bruiserbodies.com,2024-09-22T21:41:52-0600,CJpzv03cYPiSPcAQ47,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:17-0600,Cu8LiF2OCv9IbND2C7,10.11.75.222,39999,10.11.76.25,80,brunafarinonpediatra.com.br,http://brunafarinonpediatra.com.br,2024-09-22T21:41:52-0600,Cwddt52RFzvZQd0Wf4,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:18-0600,C1cWBb3Y2QdMgpwjq9,10.11.75.222,39999,10.11.76.25,80,caprolactam.co.in,http://caprolactam.co.in,2024-09-23T17:42:18-0600,CJ5BVk3JtPfkwmmQu4,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:19-0600,CYIx8R2SzSQ76nbyZc,10.11.75.222,39999,10.11.76.25,80,chefspavilion.com,http://chefspavilion.com,2024-09-22T21:41:53-0600,CxsLH7bAK3vzSS1S6,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:19-0600,CjLxcB18lFP42iz9G3,10.11.75.222,39999,10.11.76.25,80,ciscocdn.com,http://ciscocdn.com,2024-09-22T21:41:53-0600,CYv47O2RS4MDujYgol,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:19-0600,CbfdsJlCb82NcRdR4,10.11.75.222,39999,10.11.76.25,80,contemega.com.do,http://contemega.com.do,2024-09-22T21:41:54-0600,CM2cml1H9kLogFrZXh,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:20-0600,Cbd0BfPIejbvEV1u,10.11.75.222,39999,10.11.76.25,80,criapediatria.com.br,http://criapediatria.com.br,2024-09-22T21:41:55-0600,CU62C5vEzu7NIfkf9,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:21-0600,CQFUZ5pAD8ri1RRVf,10.11.75.222,39999,10.11.76.25,80,deauduafzgezzfgm.top,http://deauduafzgezzfgm.top,2024-09-22T21:41:55-0600,C5sqMG11xQJRpwCVeb,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:21-0600,CdT9r4rCoBtvqLGra,10.11.75.222,39999,10.11.76.25,80,dedecms.xueshenit.com,http://dedecms.xueshenit.com,2024-09-22T21:41:55-0600,CVoG8Y36294o3vNrm7,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:22-0600,CgCgH51eLReHbvS7W5,10.11.75.222,39999,10.11.76.25,80,dl.1003b.56a.com,http://dl.1003b.56a.com,2024-09-22T21:41:57-0600,Cc7f2HoDMNPljrnd9,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:22-0600,CQFKJb16xN2q3axZHb,10.11.75.222,39999,10.11.76.25,80,dld.jxwan.com,http://dld.jxwan.com,2024-09-22T21:41:57-0600,CV8lFK3n5tlxpfOyU1,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-23T17:42:23-0600,CESoRw4mvlXmyhvU76,10.11.75.222,39999,10.11.76.25,80,dnvk1.info,http://dnvk1.info,2024-09-22T21:41:57-0600,CNrXUg2GtjqCSCo7K6,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:42:16-0600,CPhKix2dEtUpemtmD8,10.11.75.222,39999,10.11.76.25,80,bazarganadero.com,http://bazarganadero.com,2024-09-22T21:41:51-0600,C0Twjj1Pjt5sFAOrAj,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:42:16-0600,CYsKCW2Gii3wWvxA7e,10.11.75.222,39999,10.11.76.25,80,bitkiselurunsiparis.com,http://bitkiselurunsiparis.com,2024-09-22T21:41:51-0600,CKCEM5MmNmkQNApM2,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:43:16-0600,CeJcI83JHdzQM87Vf,10.11.75.222,39999,10.11.76.25,80,bruiserbodies.com,http://bruiserbodies.com,2024-09-22T21:41:52-0600,CJpzv03cYPiSPcAQ47,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:44:16-0600,Cu8LiF2OCv9IbND2C7,10.11.75.222,39999,10.11.76.25,80,brunafarinonpediatra.com.br,http://brunafarinonpediatra.com.br,2024-09-22T21:41:52-0600,Cwddt52RFzvZQd0Wf4,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:45:16-0600,C1cWBb3Y2QdMgpwjq9,10.11.75.222,39999,10.11.76.25,80,caprolactam.co.in,http://caprolactam.co.in,2024-09-23T17:42:18-0600,CJ5BVk3JtPfkwmmQu4,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:46:16-0600,CYIx8R2SzSQ76nbyZc,10.11.75.222,39999,10.11.76.25,80,chefspavilion.com,http://chefspavilion.com,2024-09-22T21:41:53-0600,CxsLH7bAK3vzSS1S6,evil@evil-org.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:47:16-0600,CjLxcB18lFP42iz9G3,10.11.75.222,39999,10.11.76.25,80,ciscocdn.com,http://ciscocdn.com,2024-09-22T21:41:53-0600,CYv47O2RS4MDujYgol,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:49:16-0600,CbfdsJlCb82NcRdR4,10.11.75.222,39999,10.11.76.25,80,contemega.com.do,http://contemega.com.do,2024-09-22T21:41:54-0600,CM2cml1H9kLogFrZXh,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T18:42:16-0600,Cbd0BfPIejbvEV1u,10.11.75.222,39999,10.11.76.25,80,criapediatria.com.br,http://criapediatria.com.br,2024-09-22T21:41:55-0600,CU62C5vEzu7NIfkf9,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T19:42:16-0600,CQFUZ5pAD8ri1RRVf,10.11.75.222,39999,10.11.76.25,80,deauduafzgezzfgm.top,http://deauduafzgezzfgm.top,2024-09-22T21:41:55-0600,C5sqMG11xQJRpwCVeb,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:44:16-0600,CdT9r4rCoBtvqLGra,10.11.75.222,39999,10.11.76.25,80,dedecms.xueshenit.com,http://dedecms.xueshenit.com,2024-09-22T21:41:55-0600,CVoG8Y36294o3vNrm7,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:45:16-0600,CgCgH51eLReHbvS7W5,10.11.75.222,39999,10.11.76.25,80,dl.1003b.56a.com,http://dl.1003b.56a.com,2024-09-22T21:41:57-0600,Cc7f2HoDMNPljrnd9,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:46:16-0600,CQFKJb16xN2q3axZHb,10.11.75.222,39999,10.11.76.25,80,dld.jxwan.com,http://dld.jxwan.com,2024-09-22T21:41:57-0600,CV8lFK3n5tlxpfOyU1,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-24T17:47:16-0600,CESoRw4mvlXmyhvU76,10.11.75.222,39999,10.11.76.25,80,dnvk1.info,http://dnvk1.info,2024-09-22T21:41:57-0600,CNrXUg2GtjqCSCo7K6,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-25T17:44:16-0600,CdT9r4rCoBtvqLGra,10.11.75.222,39999,10.11.76.25,80,dedecms.xueshenit.com,http://dedecms.xueshenit.com,2024-09-22T21:41:55-0600,CVoG8Y36294o3vNrm7,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-25T17:44:16-0600,CgCgH51eLReHbvS7W5,10.11.75.222,39999,10.11.76.25,80,dl.1003b.56a.com,http://dl.1003b.56a.com,2024-09-22T21:41:57-0600,Cc7f2HoDMNPljrnd9,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-25T17:44:16-0600,CQFKJb16xN2q3axZHb,10.11.75.222,39999,10.11.76.25,80,dld.jxwan.com,http://dld.jxwan.com,2024-09-22T21:41:57-0600,CV8lFK3n5tlxpfOyU1,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
2024-09-25T17:44:16-0600,CESoRw4mvlXmyhvU76,10.11.75.222,39999,10.11.76.25,80,dnvk1.info,http://dnvk1.info,2024-09-22T21:41:57-0600,CNrXUg2GtjqCSCo7K6,normal@normal.com, victim@victim-org.com ,Important Security Update,(empty)
